Player Name,Team,Pos,Games,PPR,HPPR,Std,1.5 TE,6 Pt Pass,DK
Lamar Jackson,BAL,QB,1,21.99,21.98990588,21.99,21.99,25.82,22.74
Josh Allen,BUF,QB,1,21.88,21.87882353,21.88,21.88,25.56,22.67
Jayden Daniels,WAS,QB,1,21.80,21.7988,21.80,21.80,25.28,22.67
Jalen Hurts,PHI,QB,1,21.09,21.09341176,21.09,21.09,24.05,21.67
Joe Burrow,CIN,QB,1,20.67,20.66865882,20.67,20.67,25.45,21.90
Ja'Marr Chase,CIN,WR,1,20.09,16.73,13.37,20.09,20.09,21.37
Bijan Robinson,ATL,RB,1,18.77,17.04823529,15.32,18.77,18.77,19.76
Patrick Mahomes,KC,QB,1,18.38,18.38428235,18.38,18.38,21.83,19.43
Kyler Murray,ARI,QB,1,18.28,18.28218824,18.28,18.28,21.01,18.94
Baker Mayfield,TB,QB,1,18.28,18.27581176,18.28,18.28,22.29,19.21
Bo Nix,DEN,QB,1,18.24,18.24345882,18.24,18.24,21.74,18.84
Saquon Barkley,PHI,RB,1,18.20,17.28705882,16.38,18.20,18.20,19.66
CeeDee Lamb,DAL,WR,1,18.14,14.93529412,11.73,18.14,18.14,19.20
Justin Jefferson,MIN,WR,1,17.94,15.02058824,12.10,17.94,17.94,19.13
Caleb Williams,CHI,QB,1,17.71,17.70571765,17.71,17.71,20.80,18.69
Dak Prescott,DAL,QB,1,17.47,17.47124706,17.47,17.47,21.15,18.61
Jahmyr Gibbs,DET,RB,1,17.42,15.90117647,14.38,17.42,17.42,18.13
Justin Fields,NYJ,QB,1,17.33,17.32943529,17.33,17.33,19.61,17.81
Jared Goff,DET,QB,1,17.29,17.28757647,17.29,17.29,20.96,18.46
Brock Purdy,SF,QB,1,17.09,17.08887059,17.09,17.09,20.03,18.30
Malik Nabers,NYG,WR,1,17.05,13.78941176,10.53,17.05,17.05,17.99
Jordan Love,GB,QB,1,17.04,17.0376,17.04,17.04,20.54,17.93
Justin Herbert,LAC,QB,1,17.01,17.01035294,17.01,17.01,19.87,17.73
Christian McCaffrey,SF,RB,1,16.81,14.77470588,12.74,16.81,16.81,17.25
Amon-Ra St. Brown,DET,WR,1,16.72,13.51647059,10.31,16.72,16.72,17.50
Puka Nacua,LAR,WR,1,16.65,13.71529412,10.78,16.65,16.65,17.57
J.J. McCarthy,MIN,QB,1,16.59,16.58847059,16.59,16.59,20.16,17.35
Drake Maye,NE,QB,1,16.49,16.48503529,16.49,16.49,19.17,17.07
Trevor Lawrence,JAX,QB,1,16.27,16.26969412,16.27,16.27,19.07,17.14
CJ Stroud,HOU,QB,1,16.16,16.16338824,16.16,16.16,18.86,17.31
Nico Collins,HOU,WR,1,16.00,13.28823529,10.58,16.00,16.00,16.98
Ashton Jeanty,LVR,RB,1,15.92,14.58294118,13.24,15.92,15.92,16.84
Brian Thomas Jr.,JAX,WR,1,15.87,13.19529412,10.52,15.87,15.87,16.68
Bryce Young,CAR,QB,1,15.63,15.62767059,15.63,15.63,18.24,16.28
Matthew Stafford,LAR,QB,1,15.38,15.3808,15.38,15.38,18.47,16.36
Tua Tagovailoa,MIA,QB,1,15.27,15.26797647,15.27,15.27,18.55,16.03
Michael Penix Jr.,ATL,QB,1,15.00,14.99602353,15.00,15.00,17.87,15.70
Brock Bowers,LVR,TE,1,14.81,11.69647059,8.58,17.92,14.81,15.42
Geno Smith,LVR,QB,1,14.71,14.70644706,14.71,14.71,17.36,15.38
Drake London,ATL,WR,1,14.37,11.73647059,9.10,14.37,14.37,14.98
Ladd McConkey,LAC,WR,1,14.34,11.70882353,9.08,14.34,14.34,15.05
A.J. Brown,PHI,WR,1,14.33,11.94470588,9.56,14.33,14.33,15.06
Trey McBride,ARI,TE,1,14.20,11.12,8.04,17.28,14.20,14.75
Devon Achane,MIA,RB,1,14.19,12.45764706,10.72,14.19,14.19,14.49
Cam Ward,TEN,QB,1,14.07,14.06825882,14.07,14.07,16.58,14.53
Aaron Rodgers,PIT,QB,1,13.95,13.95491765,13.95,13.95,16.79,14.38
Derrick Henry,BAL,RB,1,13.78,13.33235294,12.88,13.78,13.78,14.54
Bucky Irving,TB,RB,1,13.63,12.38705882,11.15,13.63,13.63,14.16
Tyler Shough,NO,QB,1,13.50,13.50442353,13.50,13.50,15.95,14.13
Tee Higgins,CIN,WR,1,13.44,11.27352941,9.11,13.44,13.44,13.91
Rashee Rice,KC,WR,1,13.38,10.84823529,8.32,13.38,13.38,13.87
Garrett Wilson,NYJ,WR,1,13.37,10.89470588,8.42,13.37,13.37,13.87
Tyreek Hill,MIA,WR,1,13.34,11.08882353,8.83,13.34,13.34,13.80
Jaxon Smith-Njigba,SEA,WR,1,13.27,10.66705882,8.07,13.27,13.27,13.70
Marvin Harrison Jr.,ARI,WR,1,13.21,10.99529412,8.78,13.21,13.21,13.73
Sam Darnold,SEA,QB,1,13.13,13.13225882,13.13,13.13,15.64,13.42
Josh Jacobs,GB,RB,1,13.10,12.17588235,11.26,13.10,13.10,13.63
Anthony Richardson,IND,QB,1,13.03,13.028,13.03,13.03,15.05,13.19
Jonathan Taylor,IND,RB,1,12.94,12.43882353,11.93,12.94,12.94,13.75
Davante Adams,LAR,WR,1,12.91,10.54705882,8.19,12.91,12.91,13.36
Chase Brown,CIN,RB,1,12.88,11.79411765,10.71,12.88,12.88,13.32
Terry McLaurin,WAS,WR,1,12.83,10.68705882,8.54,12.83,12.83,13.29
Breece Hall,NYJ,RB,1,12.80,11.47294118,10.15,12.80,12.80,13.16
Daniel Jones,IND,QB,1,12.72,12.72094118,12.72,12.72,14.74,12.87
Alvin Kamara,NO,RB,1,12.60,10.96823529,9.33,12.60,12.60,12.84
DJ Moore,CHI,WR,1,12.51,10.23235294,7.95,12.51,12.51,12.92
Xavier Worthy,KC,WR,1,12.32,10.30588235,8.29,12.32,12.32,12.65
Mike Evans,TB,WR,1,12.30,10.43411765,8.57,12.30,12.30,12.64
James Cook,BUF,RB,1,12.29,11.38470588,10.48,12.29,12.29,12.70
DeVonta Smith,PHI,WR,1,12.21,9.992941176,7.78,12.21,12.21,12.63
Omarion Hampton,LAC,RB,1,12.18,11.24647059,10.31,12.18,12.18,12.61
Ken Walker,SEA,RB,1,12.18,11.09117647,10.01,12.18,12.18,12.52
Tetairoa McMillan,CAR,WR,1,12.14,9.964117647,7.79,12.14,12.14,12.55
Kyren Williams,LAR,RB,1,12.11,11.34588235,10.58,12.11,12.11,12.63
TreVeyon Henderson,NE,RB,1,12.10,10.95470588,9.80,12.10,12.10,12.49
DK Metcalf,PIT,WR,1,12.05,10.01176471,7.97,12.05,12.05,12.49
George Kittle,SF,TE,1,12.04,9.91,7.78,14.16,12.04,12.49
Chuba Hubbard,CAR,RB,1,12.02,10.99529412,9.97,12.02,12.02,12.42
Travis Hunter,JAX,WR,1,11.99,9.831176471,7.68,11.99,11.99,12.41
Joe Mixon,HOU,RB,1,11.96,11.04352941,10.13,11.96,11.96,12.34
RJ Harvey,DEN,RB,1,11.88,10.70647059,9.53,11.88,11.88,12.22
James Conner,ARI,RB,1,11.70,10.68411765,9.66,11.70,11.70,12.05
Jaxson Dart,NYG,QB,1,11.65,11.64748235,11.65,11.65,13.61,11.95
Jaylen Waddle,MIA,WR,1,11.60,9.532941176,7.47,11.60,11.60,11.99
Zay Flowers,BAL,WR,1,11.57,9.522941176,7.48,11.57,11.57,11.90
Jameson Williams,DET,WR,1,11.50,9.856470588,8.21,11.50,11.50,11.87
Rome Odunze,CHI,WR,1,11.46,9.455882353,7.45,11.46,11.46,11.83
George Pickens,DAL,WR,1,11.45,9.59,7.73,11.45,11.45,11.86
Jordan Addison,MIN,WR,1,11.44,9.485294118,7.54,11.44,11.44,11.76
Chris Olave,NO,WR,1,11.42,9.333529412,7.24,11.42,11.42,11.82
Courtland Sutton,DEN,WR,1,11.37,9.45,7.53,11.37,11.37,11.69
David Montgomery,DET,RB,1,11.35,10.66647059,9.99,11.35,11.35,11.60
Calvin Ridley,TEN,WR,1,11.34,9.393529412,7.44,11.34,11.34,11.72
Jerry Jeudy,CLE,WR,1,11.29,9.220588235,7.15,11.29,11.29,11.73
Chris Godwin,TB,WR,1,11.28,9.169411765,7.06,11.28,11.28,11.59
Jauan Jennings,SF,WR,1,10.86,8.828823529,6.80,10.86,10.86,11.18
Deebo Samuel,WAS,WR,1,10.78,9.105882353,7.43,10.78,10.78,11.02
Jakobi Meyers,LVR,WR,1,10.61,8.507058824,6.41,10.61,10.61,10.88
Quinshon Judkins,CLE,RB,1,10.51,9.730588235,8.95,10.51,10.51,10.92
D'Andre Swift,CHI,RB,1,10.47,9.245294118,8.02,10.47,10.47,10.65
Sam LaPorta,DET,TE,1,10.40,8.495882353,6.59,12.30,10.40,10.61
Kaleb Johnson,PIT,RB,1,10.37,9.874117647,9.37,10.37,10.37,10.85
Khalil Shakir,BUF,WR,1,10.19,8.269411765,6.35,10.19,10.19,10.46
Aaron Jones,MIN,RB,1,10.14,9.13,8.12,10.14,10.14,10.40
Ricky Pearsall,SF,WR,1,10.00,8.177058824,6.36,10.00,10.00,10.25
Tony Pollard,TEN,RB,1,9.96,8.887058824,7.82,9.96,9.96,10.20
Matthew Golden,GB,WR,1,9.86,8.224705882,6.59,9.86,9.86,10.09
T.J. Hockenson,MIN,TE,1,9.76,7.806470588,5.85,11.72,9.76,9.95
Jaylen Warren,PIT,RB,1,9.73,8.435882353,7.14,9.73,9.73,9.89
Michael Pittman Jr.,IND,WR,1,9.71,7.795882353,5.88,9.71,9.71,9.93
Josh Downs,IND,WR,1,9.57,7.667058824,5.76,9.57,9.57,9.78
Stefon Diggs,NE,WR,1,9.54,7.674117647,5.80,9.54,9.54,9.76
Darnell Mooney,ATL,WR,1,9.48,7.784705882,6.08,9.48,9.48,9.73
Cooper Kupp,SEA,WR,1,9.40,7.618823529,5.84,9.40,9.40,9.63
Jayden Reed,GB,WR,1,9.36,7.920588235,6.48,9.36,9.36,9.53
Emeka Egbuka,TB,WR,1,9.35,7.715294118,6.08,9.35,9.35,9.56
Brandon Aiyuk,SF,WR,1,9.28,7.667647059,6.06,9.28,9.28,9.53
Cam Skattebo,NYG,RB,1,9.20,8.187647059,7.17,9.20,9.20,9.37
Travis Kelce,KC,TE,1,9.17,7.184705882,5.20,11.16,9.17,9.30
Isiah Pacheco,KC,RB,1,9.12,8.377647059,7.64,9.12,9.12,9.33
Jordan Mason,MIN,RB,1,9.08,8.45,7.82,9.08,9.08,9.32
Brian Robinson Jr.,WAS,RB,1,9.01,8.455882353,7.91,9.01,9.01,9.21
Tyrone Tracy Jr.,NYG,RB,1,8.76,8.030588235,7.30,8.76,8.76,8.97
Evan Engram,DEN,TE,1,8.75,6.885294118,5.02,10.62,8.75,8.88
Rashid Shaheed,NO,WR,1,8.65,7.275294118,5.90,8.65,8.65,8.86
Jonnu Smith,MIA,TE,1,8.59,6.826470588,5.06,10.36,8.59,8.73
Zach Charbonnet,SEA,RB,1,8.51,7.558823529,6.61,8.51,8.51,8.64
Jayden Higgins,HOU,WR,1,8.47,6.887058824,5.30,8.47,8.47,8.66
Mark Andrews,BAL,TE,1,8.46,7.09,5.72,9.84,8.46,8.59
Najee Harris,LAC,RB,1,8.43,7.834117647,7.23,8.43,8.43,8.62
Tre Harris,LAC,WR,1,8.30,6.818823529,5.34,8.30,8.30,8.48
Luther Burden III,CHI,WR,1,8.22,6.757647059,5.29,8.22,8.22,8.38
Tyler Warren,IND,TE,1,8.18,6.504117647,4.83,9.85,8.18,8.32
David Njoku,CLE,TE,1,8.15,6.414705882,4.68,9.88,8.15,8.29
Kyle Williams,NE,WR,1,8.13,6.627058824,5.12,8.13,8.13,8.30
Colston Loveland,CHI,TE,1,8.13,6.449411765,4.77,9.81,8.13,8.27
Jake Ferguson,DAL,TE,1,8.09,6.361176471,4.63,9.82,8.09,8.21
Rashod Bateman,BAL,WR,1,8.03,6.748235294,5.47,8.03,8.03,8.17
Dallas Goedert,PHI,TE,1,8.02,6.395294118,4.77,9.64,8.02,8.16
Bhayshul Tuten,JAX,RB,1,7.95,7.252941176,6.56,7.95,7.95,8.11
Dalton Kincaid,BUF,TE,1,7.93,6.281176471,4.63,9.59,7.93,8.05
Keon Coleman,BUF,WR,1,7.89,6.781176471,5.67,7.89,7.89,8.01
Tucker Kraft,GB,TE,1,7.78,6.380588235,4.98,9.19,7.78,7.93
Travis Etienne Jr.,JAX,RB,1,7.75,7.213529412,6.68,7.75,7.75,7.93
Christian Kirk,HOU,WR,1,7.62,6.209411765,4.80,7.62,7.62,7.77
Pat Freiermuth,PIT,TE,1,7.59,5.985294118,4.38,9.20,7.59,7.71
Tyjae Spears,TEN,RB,1,7.58,6.715882353,5.85,7.58,7.58,7.71
Kyle Pitts,ATL,TE,1,7.58,6.194705882,4.81,8.97,7.58,7.72
Jack Bech,LVR,WR,1,7.57,6.151764706,4.73,7.57,7.57,7.71
Shedeur Sanders,CLE,QB,1,7.53,7.526658824,7.53,7.53,8.85,7.57
Brenton Strange,JAX,TE,1,7.50,5.833529412,4.17,9.16,7.50,7.60
Mike Gesicki,CIN,TE,1,7.47,5.928823529,4.39,9.01,7.47,7.58
Marquise Brown,KC,WR,1,7.42,6.062941176,4.70,7.42,7.42,7.55
Isaiah Likely,BAL,TE,1,7.39,6.091764706,4.80,8.68,7.39,7.49
Javonte Williams,DAL,RB,1,7.38,6.690588235,6.00,7.38,7.38,7.51
Jaydon Blue,DAL,RB,1,7.35,6.511764706,5.68,7.35,7.35,7.45
Hunter Henry,NE,TE,1,7.30,5.762352941,4.22,8.84,7.30,7.41
Zach Ertz,WAS,TE,1,7.29,5.766470588,4.25,8.81,7.29,7.37
Wan'Dale Robinson,NYG,WR,1,7.28,5.594117647,3.91,7.28,7.28,7.38
Rachaad White,TB,RB,1,7.28,6.417058824,5.56,7.28,7.28,7.37
Marvin Mims,DEN,WR,1,7.28,6.107058824,4.94,7.28,7.28,7.39
Rhamondre Stevenson,NE,RB,1,7.24,6.525294118,5.81,7.24,7.24,7.38
Cedric Tillman,CLE,WR,1,7.22,5.805882353,4.39,7.22,7.22,7.35
Xavier Legette,CAR,WR,1,7.22,5.885882353,4.56,7.22,7.22,7.33
Quentin Johnston,LAC,WR,1,7.20,5.931764706,4.67,7.20,7.20,7.32
Romeo Doubs,GB,WR,1,7.16,5.879411765,4.60,7.16,7.16,7.27
Joshua Palmer,BUF,WR,1,7.12,5.881176471,4.64,7.12,7.12,7.24
Trey Benson,ARI,RB,1,7.00,6.513529412,6.02,7.00,7.00,7.16
Demario Douglas,NE,WR,1,6.97,5.568823529,4.17,6.97,6.97,7.07
Jalen McMillan,TB,WR,1,6.97,5.760588235,4.55,6.97,6.97,7.08
Pat Bryant,DEN,WR,1,6.91,5.648823529,4.39,6.91,6.91,7.02
Michael Wilson,ARI,WR,1,6.87,5.580588235,4.30,6.87,6.87,6.99
Jaylin Noel,HOU,WR,1,6.86,5.544117647,4.22,6.86,6.86,6.99
Cade Otton,TB,TE,1,6.86,5.487647059,4.12,8.22,6.86,6.94
Ray Davis,BUF,RB,1,6.82,6.371764706,5.92,6.82,6.82,6.95
Juwan Johnson,NO,TE,1,6.54,5.209411765,3.87,7.88,6.54,6.64
Adam Thielen,CAR,WR,1,6.53,5.242941176,3.96,6.53,6.53,6.64
Rico Dowdle,CAR,RB,1,6.52,5.747058824,4.98,6.52,6.52,6.61
Darius Slayton,NYG,WR,1,6.46,5.317058824,4.18,6.46,6.46,6.58
Keenan Allen,FA,WR,1,6.44,5.179411765,3.92,6.44,6.44,6.53
Ja'Tavion Sanders,CAR,TE,1,6.42,5.041764706,3.66,7.80,6.42,6.51
DeAndre Hopkins,BAL,WR,1,6.40,5.276470588,4.15,6.40,6.40,6.49
Alec Pierce,IND,WR,1,6.38,5.377058824,4.37,6.38,6.38,6.50
Isaac Guerendo,SF,RB,1,6.37,5.883529412,5.40,6.37,6.37,6.47
Dyami Brown,JAX,WR,1,6.28,5.137647059,3.99,6.28,6.28,6.39
Tyler Lockett,TEN,WR,1,6.25,5.041176471,3.83,6.25,6.25,6.35
Mason Taylor,NYJ,TE,1,6.24,4.871764706,3.50,7.61,6.24,6.33
Adonai Mitchell,IND,WR,1,6.19,5.032352941,3.87,6.19,6.19,6.30
Elic Ayomanor,TEN,WR,1,6.17,5.002941176,3.84,6.17,6.17,6.27
Andrei Iosivas,CIN,WR,1,6.15,5.104705882,4.06,6.15,6.15,6.23
Austin Ekeler,WAS,RB,1,6.11,5.327058824,4.54,6.11,6.11,6.18
Jalen Coker,CAR,WR,1,6.08,4.933529412,3.78,6.08,6.08,6.19
Tank Bigsby,JAX,RB,1,6.06,5.774705882,5.49,6.06,6.06,6.20
Jalen Royals,KC,WR,1,6.06,4.95,3.84,6.06,6.06,6.15
Tutu Atwell,LAR,WR,1,6.03,4.953529412,3.88,6.03,6.03,6.12
Amari Cooper,FA,WR,1,6.02,4.934117647,3.85,6.02,6.02,6.11
Calvin Austin III,PIT,WR,1,5.96,4.879411765,3.80,5.96,5.96,6.05
Tyler Allgeier,ATL,RB,1,5.94,5.58,5.22,5.94,5.94,6.05
Jalen Tolbert,DAL,WR,1,5.79,4.711764706,3.64,5.79,5.79,5.87
Isaac TeSlaa,DET,WR,1,5.78,4.754705882,3.73,5.78,5.78,5.86
Savion Williams,GB,WR,1,5.76,4.851764706,3.95,5.76,5.76,5.84
Brandin Cooks,NO,WR,1,5.66,4.579411765,3.49,5.66,5.66,5.75
Jordan Whittington,LAR,WR,1,5.63,4.584117647,3.54,5.63,5.63,5.71
J.K. Dobbins,DEN,RB,1,5.62,5.134117647,4.65,5.62,5.62,5.71
Jaylen Wright,MIA,RB,1,5.62,5.297058824,4.98,5.62,5.62,5.71
Terrance Ferguson,LAR,TE,1,5.60,4.420588235,3.24,6.78,5.60,5.67
DJ Giddens,IND,RB,1,5.57,4.738823529,3.91,5.57,5.57,5.63
Noah Brown,WAS,WR,1,5.54,4.535294118,3.54,5.54,5.54,5.62
Dalton Schultz,HOU,TE,1,5.52,4.339411765,3.16,6.70,5.52,5.59
Will Shipley,PHI,RB,1,5.50,4.895882353,4.29,5.50,5.50,5.58
Braelon Allen,NYJ,RB,1,5.49,5.010588235,4.53,5.49,5.49,5.57
Roschon Johnson,CHI,RB,1,5.46,4.855882353,4.25,5.46,5.46,5.52
MarShawn Lloyd,GB,RB,1,5.46,4.911176471,4.37,5.46,5.46,5.53
Roman Wilson,PIT,WR,1,5.43,4.366470588,3.30,5.43,5.43,5.51
Justice Hill,BAL,RB,1,5.29,4.555882353,3.82,5.29,5.29,5.35
Chigoziem Okonkwo,TEN,TE,1,5.24,4.125294118,3.01,6.35,5.24,5.31
Ray-Ray McCloud III,ATL,WR,1,5.21,4.205294118,3.20,5.21,5.21,5.28
Tre Tucker,LVR,WR,1,5.21,4.315882353,3.42,5.21,5.21,5.28
Troy Franklin,DEN,WR,1,5.21,4.265294118,3.32,5.21,5.21,5.28
Curtis Samuel,BUF,WR,1,5.18,4.222352941,3.26,5.18,5.18,5.25
Mike Williams,LAC,WR,1,5.14,4.238823529,3.34,5.14,5.14,5.21
KaVontae Turpin,DAL,WR,1,5.14,4.358235294,3.58,5.14,5.14,5.20
Elijah Moore,BUF,WR,1,5.09,4.162941176,3.24,5.09,5.09,5.16
Theo Johnson,NYG,TE,1,5.08,3.981764706,2.88,6.18,5.08,5.15
Jalen Nailor,MIN,WR,1,5.06,4.148823529,3.24,5.06,5.06,5.13
Diontae Johnson,CLE,WR,1,5.04,4.071176471,3.10,5.04,5.04,5.12
Noah Gray,KC,TE,1,4.98,3.92,2.86,6.04,4.98,5.04
Malik Washington,MIA,WR,1,4.93,3.957058824,2.98,4.93,4.93,4.99
Dont'e Thornton Jr.,LVR,WR,1,4.87,3.948823529,3.03,4.87,4.87,4.94
Jarquez Hunter,LAR,RB,1,4.86,4.538823529,4.22,4.86,4.86,4.94
Greg Dortch,ARI,WR,1,4.80,3.783529412,2.77,4.80,4.80,4.86
Cole Kmet,CHI,TE,1,4.72,3.725294118,2.73,5.72,4.72,4.78
Devaughn Vele,DEN,WR,1,4.69,3.758823529,2.83,4.69,4.69,4.75
Miles Sanders,DAL,RB,1,4.65,4.213529412,3.78,4.65,4.65,4.71
Dontayvion Wicks,GB,WR,1,4.61,3.802941176,2.99,4.61,4.61,4.67
Dylan Sampson,CLE,RB,1,4.57,4.155294118,3.74,4.57,4.57,4.64
Jerome Ford,CLE,RB,1,4.57,4.07,3.57,4.57,4.57,4.63
Nick Chubb,HOU,RB,1,4.47,4.177647059,3.88,4.47,4.47,4.54
Keaton Mitchell,BAL,RB,1,4.42,4.082352941,3.75,4.42,4.42,4.48
Tyler Higbee,LAR,TE,1,4.39,3.482352941,2.57,5.31,4.39,4.45
Brashard Smith,KC,RB,1,4.36,3.800588235,3.24,4.36,4.36,4.41
Devin Neal,NO,RB,1,4.36,3.993529412,3.63,4.36,4.36,4.42
